label,n_frames,avg_total_ms,p95_total_ms,avg_optimization_ms,avg_mapping_ms,throughput_fps,avg_raw_pose_error_m,avg_eval_pose_error_m,avg_correction_mag_m,max_correction_mag_m,seam_ssim,n_edges,avg_edge_residual_before_m,avg_edge_residual_after_m,memory_mb,optimizer_edge_count,optimizer_mean_edge_before_m,optimizer_mean_edge_after_m
nfeatures=500,241,123.93029709660576,143.24239999405108,22.701748133070875,16.724761826888546,8.069051906012,0.0,0.07362408587843115,0.07362408587843115,0.6866182178088558,0.9565888245900472,1265,4.1221119530446355,3.8476818762946965,189.0,1265,4.312070071826079,3.946124862742514
