dataset,variant,variant_label,drift_name,drift_kind,drift_magnitude_m,use_optimizer,arbitration_mode,feature_type,n_frames,n_successful_feeds,total_input_mb,avg_decode_ms,avg_downscale_ms,avg_prep_ms,avg_optimization_ms,avg_mapping_ms,avg_total_ms,std_total_ms,median_total_ms,p95_total_ms,throughput_fps_total,mean_capture_interval_s,median_capture_interval_s,capture_fps_mean,avg_deadline_slack_ms,p05_deadline_slack_ms,deadline_miss_rate,max_queue_delay_s,avg_feed_ms_legacy,render_ms,tile_count,memory_mb,avg_iou,std_iou,seam_ssim,coverage_m2,avg_altitude_m,avg_raw_pose_error_m,avg_eval_pose_error_m,median_eval_pose_error_m,avg_correction_mag_m,max_correction_mag_m,p95_correction_mag_m,frames_with_nonzero_correction,avg_edge_residual_before_m,avg_edge_residual_after_m,conflict_pixels,conflict_overrides,new_pixels,nonconflict_replacements,map_w_px,map_h_px,optimizer_edge_count,optimizer_mean_edge_before_m,optimizer_mean_edge_after_m,optimizer_median_edge_before_m,optimizer_median_edge_after_m,optimizer_max_edge_before_m,optimizer_max_edge_after_m
data3,optimized_view_sift,Optimized pose + view-aware overlap (SIFT),clean,none,0.0,1,view_aware,sift,140,140,742.61328125,101.16613642894663,4.324054998453773,1.4380021421987164,394.3087385699203,50.93065999992957,554.8638185723186,120.30074371034644,517.0634999958565,790.9230049874168,1.802244021917,2.2661870503597124,2.0,0.44126984126984126,1709.6314784162425,473.24976999370847,0.0,0.0,50.93065999992957,88.38820000528358,19,149.625,0.7197018558858175,0.07693324940455973,0.9372336098126003,523277.0,120.20112142857143,0.0,0.1110057359253379,0.0,0.1110057359253379,1.1468869689689838,0.626523052014705,34,5.1550901029936504,4.847774167893692,0,0,2748551,8742414,2560,2048,566,5.820069377197321,5.490089835809607,5.256425928976613,4.855368747422513,20.447264163499703,19.515894732798888
