label,n_frames,avg_total_ms,p95_total_ms,avg_optimization_ms,avg_mapping_ms,throughput_fps,avg_raw_pose_error_m,avg_eval_pose_error_m,avg_correction_mag_m,max_correction_mag_m,seam_ssim,n_edges,avg_edge_residual_before_m,avg_edge_residual_after_m,memory_mb,optimizer_edge_count,optimizer_mean_edge_before_m,optimizer_mean_edge_after_m
w_match=0.25,241,127.57258589248582,146.5168000140693,26.610326142672495,16.275962656851725,7.838674688641717,1.5892215075312817,1.6440384378966657,0.07295316636863923,0.77002266846435,0.9573620094193352,1333,4.1764663055122675,3.8803862442188017,189.0,1333,4.2574693150429255,3.865361816392382
