dataset,variant,variant_label,drift_name,drift_kind,drift_magnitude_m,use_optimizer,arbitration_mode,feature_type,n_frames,n_successful_feeds,total_input_mb,avg_decode_ms,avg_downscale_ms,avg_prep_ms,avg_optimization_ms,avg_mapping_ms,avg_total_ms,std_total_ms,median_total_ms,p95_total_ms,throughput_fps_total,mean_capture_interval_s,median_capture_interval_s,capture_fps_mean,avg_deadline_slack_ms,p05_deadline_slack_ms,deadline_miss_rate,max_queue_delay_s,avg_feed_ms_legacy,render_ms,tile_count,memory_mb,avg_iou,std_iou,seam_ssim,coverage_m2,avg_altitude_m,avg_raw_pose_error_m,avg_eval_pose_error_m,median_eval_pose_error_m,avg_correction_mag_m,max_correction_mag_m,p95_correction_mag_m,frames_with_nonzero_correction,avg_edge_residual_before_m,avg_edge_residual_after_m,conflict_pixels,conflict_overrides,new_pixels,nonconflict_replacements,map_w_px,map_h_px,optimizer_edge_count,optimizer_mean_edge_before_m,optimizer_mean_edge_after_m,optimizer_median_edge_before_m,optimizer_median_edge_after_m,optimizer_max_edge_before_m,optimizer_max_edge_after_m
data1,raw_view,Raw GPS + view-aware overlap,clean,none,0.0,0,view_aware,none,241,241,1396.75390625,75.09022448221569,4.575169293588623,0.0,0.0,16.139694190530022,95.99588547748247,9.224110790692915,95.75099998619407,107.94360001455061,10.417113140068567,2.0,2.0,0.5,1904.3677187496844,1892.1749599758186,0.0,0.0,16.139694190530022,82.36739999847487,24,189.0,0.6884577593371993,0.029878147713910362,0.9575366841422187,727335.0,142.20223236514522,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,3820111,13819470,4096,1536,0,0.0,0.0,0.0,0.0,0.0,0.0
