label,n_frames,avg_total_ms,p95_total_ms,avg_optimization_ms,avg_mapping_ms,throughput_fps,avg_raw_pose_error_m,avg_eval_pose_error_m,avg_correction_mag_m,max_correction_mag_m,seam_ssim,n_edges,avg_edge_residual_before_m,avg_edge_residual_after_m,memory_mb,optimizer_edge_count,optimizer_mean_edge_before_m,optimizer_mean_edge_after_m
solve_every=10,241,125.19721742632463,142.89310001186095,26.066360996260318,16.03791742760464,7.98739796743865,0.0,0.04459950739915758,0.04459950739915758,0.7708464921712006,0.9571757912635803,1333,4.280133204418776,3.9949495438324205,189.0,1333,4.420814051820931,4.052669209214328
