label,n_frames,avg_total_ms,p95_total_ms,avg_optimization_ms,avg_mapping_ms,throughput_fps,avg_raw_pose_error_m,avg_eval_pose_error_m,avg_correction_mag_m,max_correction_mag_m,seam_ssim,n_edges,avg_edge_residual_before_m,avg_edge_residual_after_m,memory_mb,optimizer_edge_count,optimizer_mean_edge_before_m,optimizer_mean_edge_after_m
w_gps=9.0,241,126.65874356716964,143.14510000986047,26.604404564293805,16.33419377545254,7.895230694986961,1.5892215075312817,1.6440384378966657,0.07295316636863923,0.77002266846435,0.9573620094193352,1333,4.1764663055122675,3.8803862442188017,189.0,1333,4.2574693150429255,3.865361816392382
