label,n_frames,avg_total_ms,p95_total_ms,avg_optimization_ms,avg_mapping_ms,throughput_fps,avg_raw_pose_error_m,avg_eval_pose_error_m,avg_correction_mag_m,max_correction_mag_m,seam_ssim,n_edges,avg_edge_residual_before_m,avg_edge_residual_after_m,memory_mb,optimizer_edge_count,optimizer_mean_edge_before_m,optimizer_mean_edge_after_m
nfeatures=700,241,127.22912406658993,145.3771000087727,26.626637758212784,16.402038175219484,7.859835610253939,0.0,0.07927416256940138,0.07927416256940138,0.7708464921712006,0.9568031231562296,1333,4.280133204418776,3.9839472960029565,189.0,1333,4.420814051820931,4.052669209214328
