label,n_frames,avg_total_ms,p95_total_ms,avg_optimization_ms,avg_mapping_ms,throughput_fps,avg_raw_pose_error_m,avg_eval_pose_error_m,avg_correction_mag_m,max_correction_mag_m,seam_ssim,n_edges,avg_edge_residual_before_m,avg_edge_residual_after_m,memory_mb,optimizer_edge_count,optimizer_mean_edge_before_m,optimizer_mean_edge_after_m
solve_every=1,241,134.02154854753854,160.76590001466684,32.19251078819176,16.542237344501284,7.461486685070586,0.0,0.3532451108004203,0.3532451108004203,0.9016547592938587,0.9578836891386244,1333,4.280133204418776,3.974161215691715,189.0,1333,4.420814051820931,4.051169307296068
