dataset,variant,variant_label,drift_name,drift_kind,drift_magnitude_m,use_optimizer,arbitration_mode,feature_type,n_frames,n_successful_feeds,total_input_mb,avg_decode_ms,avg_downscale_ms,avg_prep_ms,avg_optimization_ms,avg_mapping_ms,avg_total_ms,std_total_ms,median_total_ms,p95_total_ms,throughput_fps_total,mean_capture_interval_s,median_capture_interval_s,capture_fps_mean,avg_deadline_slack_ms,p05_deadline_slack_ms,deadline_miss_rate,max_queue_delay_s,avg_feed_ms_legacy,render_ms,tile_count,memory_mb,avg_iou,std_iou,seam_ssim,coverage_m2,avg_altitude_m,avg_raw_pose_error_m,avg_eval_pose_error_m,median_eval_pose_error_m,avg_correction_mag_m,max_correction_mag_m,p95_correction_mag_m,frames_with_nonzero_correction,avg_edge_residual_before_m,avg_edge_residual_after_m,conflict_pixels,conflict_overrides,new_pixels,nonconflict_replacements,map_w_px,map_h_px,optimizer_edge_count,optimizer_mean_edge_before_m,optimizer_mean_edge_after_m,optimizer_median_edge_before_m,optimizer_median_edge_after_m,optimizer_max_edge_before_m,optimizer_max_edge_after_m
data1,optimized_view_orb,Optimized pose + view-aware overlap (ORB),clean,none,0.0,1,view_aware,orb,241,241,1396.75390625,113.49782406756292,4.243766389501231,1.2788464732108737,43.57724190997327,20.731046473891453,187.92449833988985,30.71268855336915,185.54989999393,214.532899990445,5.321285988968553,2.0,2.0,0.5,1813.7664662503084,1785.4422600095859,0.0,0.0,20.731046473891453,103.14029999426566,24,189.0,0.6883654907529836,0.029734135858586187,0.9568031231562296,727392.0,142.20223236514522,0.0,0.07927416256940138,0.0,0.07927416256940138,0.7708464921712006,0.4316818218905988,55,4.280133204418776,3.9839472960029565,0,0,3820918,13821708,4096,1536,1333,4.420814051820931,4.052669209214328,4.300768152806483,3.969127697500738,10.94723349122228,10.093406526310485
