dataset,variant,variant_label,drift_name,drift_kind,drift_magnitude_m,use_optimizer,arbitration_mode,n_frames,n_successful_feeds,total_input_mb,avg_decode_ms,avg_downscale_ms,avg_prep_ms,avg_optimization_ms,avg_mapping_ms,avg_total_ms,std_total_ms,median_total_ms,p95_total_ms,throughput_fps_total,mean_capture_interval_s,median_capture_interval_s,capture_fps_mean,avg_deadline_slack_ms,p05_deadline_slack_ms,deadline_miss_rate,max_queue_delay_s,avg_feed_ms_legacy,render_ms,tile_count,memory_mb,avg_iou,std_iou,seam_ssim,coverage_m2,avg_altitude_m,avg_raw_pose_error_m,avg_eval_pose_error_m,median_eval_pose_error_m,avg_correction_mag_m,max_correction_mag_m,p95_correction_mag_m,frames_with_nonzero_correction,avg_edge_residual_before_m,avg_edge_residual_after_m,conflict_pixels,conflict_overrides,new_pixels,nonconflict_replacements,map_w_px,map_h_px,optimizer_edge_count,optimizer_mean_edge_before_m,optimizer_mean_edge_after_m,optimizer_median_edge_before_m,optimizer_median_edge_after_m,optimizer_max_edge_before_m,optimizer_max_edge_after_m
data1,optimized_view,Optimized pose + view-aware overlap,clean,none,0.0,1,view_aware,8,8,49.6171875,116.64009999731206,4.932012499921257,1.3285749992064666,265.18521250545746,28.72276250855066,417.28846250407514,38.152452716236404,416.11304999969434,470.0283950121957,2.396423792786349,2.0,2.0,0.5,1583.172942852668,1529.4485899881693,0.0,0.0,28.72276250855066,21.310399984940886,4,31.5,0.7619565954296537,0.09450697842336048,0.9411453902721405,67579.0,142.163375,0.0,0.26637684420841073,0.16052030254055574,0.26637684420841073,0.7739031937212485,0.6806928426782463,7,1.8143987516761975,1.5732983398443718,0,0,355253,549952,1024,1024,25,3.5332323270961723,3.0635663213378255,3.078737148538225,2.7056825420078083,8.20097580109953,7.317870133257309
