label,n_frames,avg_total_ms,p95_total_ms,avg_optimization_ms,avg_mapping_ms,throughput_fps,avg_raw_pose_error_m,avg_eval_pose_error_m,avg_correction_mag_m,max_correction_mag_m,seam_ssim,n_edges,avg_edge_residual_before_m,avg_edge_residual_after_m,memory_mb,optimizer_edge_count,optimizer_mean_edge_before_m,optimizer_mean_edge_after_m
w_gps=27.0,241,126.72087178479579,142.47330001671799,26.629432366462424,16.341767219741563,7.891359851897593,1.5892215075312817,1.606846209257405,0.025910881233191158,0.28792151951276085,0.9569105638398064,1333,4.1764663055122675,4.062570552202582,189.0,1333,4.2574693150429255,4.099725218215231
