altitude_m,arbitration_mode,capture_time_s,conflict_overrides,conflict_pixels,correction_mag_m,correction_x_m,correction_y_m,deadline_miss,deadline_slack_ms,decode_ms,downscale_ms,downscaled,drift_mag_m,drift_name,drift_x_m,drift_y_m,edge_residual_after_m,edge_residual_before_m,eval_pose_error_m,feed_success,file_size_bytes,frame,gsd_proxy_m_px,img_h,img_w,inter_frame_interval_s,iou,mapping_ms,memory_bytes,memory_mb,new_pixels,nonconflict_replacements,optimization_ms,optimizer_edges,prep_ms,proc_h,proc_w,raw_pose_error_m,tile_count,total_ms,use_optimizer,variant
142.093,view_aware,1766396512.0,0,0,0.0,0.0,0.0,0,0.0,132.284699997399,5.700100009562448,True,0.0,clean,0.0,0.0,0.0,0.0,0.0,1,6565888,0,71.0465,3000,4000,0.0,0.0,73.24210001388565,33030144,31.5,181098,0,208.08780001243576,0,0.8788999984972179,1500,2000,0.0,4,420.51830000127666,1,optimized_view
142.156,view_aware,1766396514.0,0,0,0.008737602278337213,-0.00792247454528997,0.003685117454523823,0,1637.848100013798,119.24800000269897,7.0770000165794045,True,0.0,clean,0.0,0.0,0.31455368202014256,0.3320288865768172,0.008737602278337213,1,6606848,1,71.078,3000,4000,2.0,0.9523671198657019,22.242500010179356,33030144,31.5,185426,92318,211.8960999941919,1,1.263400015886873,1500,2000,0.0,4,362.1518999862019,1,optimized_view
142.123,view_aware,1766396516.0,0,0,0.047658316356086305,-0.004616700864908986,-0.04743417745698508,0,1627.3139000113588,117.29950000881217,5.348799983039498,True,0.0,clean,0.0,0.0,0.6821904538135651,0.7390708410781509,0.047658316356086305,1,6615040,2,71.0615,3000,4000,2.0,0.8417177638985056,21.844100003363565,33030144,31.5,201010,174820,225.66090000327677,3,2.0788999972864985,1500,2000,0.0,4,372.6860999886412,1,optimized_view
142.206,view_aware,1766396518.0,0,0,0.08063754564526603,0.03140765525851605,-0.07426959646352316,0,1608.1577999866568,120.75770000228658,4.347299982327968,True,0.0,clean,0.0,0.0,0.8342869015076316,0.9269101934319178,0.08063754564526603,1,6582272,3,71.103,3000,4000,2.0,0.7662237946829975,22.18090000678785,33030144,31.5,224737,253047,242.5101000117138,6,1.5947000065352768,1500,2000,0.0,4,391.84220001334324,1,optimized_view
142.203,view_aware,1766396520.0,0,0,0.24040305943584547,0.11520425131968243,-0.2110014489618166,0,1588.292200001888,112.41219998919405,4.3923000048380345,True,0.0,clean,0.0,0.0,1.3595536268791182,1.5469501295602854,0.24040305943584547,1,6524928,4,71.1015,3000,4000,2.0,0.7193668051189376,22.041600022930652,33030144,31.5,254190,328809,270.9667999879457,10,1.4057999942451715,1500,2000,0.0,4,411.707799998112,1,optimized_view
142.181,view_aware,1766396522.0,0,0,0.47208713120354584,0.21919358953411416,-0.41811533068657525,0,1557.517299981555,110.94849999062717,3.3684000081848353,True,0.0,clean,0.0,0.0,2.0217010679628036,2.3549676402071866,0.47208713120354584,1,6455296,5,71.0905,3000,4000,2.0,0.6944916415047899,24.285599996801466,33030144,31.5,286933,402807,302.156300022034,15,1.1792999866884202,1500,2000,0.0,4,442.48270001844503,1,optimized_view
142.144,view_aware,1766396524.0,0,0,0.7739031937212485,0.350946387868153,-0.6897555988132638,0,1526.310499990359,112.96299999230541,5.365499993786216,True,0.0,clean,0.0,0.0,2.7372363253895147,3.2676312437828523,0.7739031937212485,1,6352896,6,71.072,3000,4000,2.0,0.6777301047122996,20.90230002067983,33030144,31.5,321237,476343,332.76520000072196,21,1.1569999915082008,1500,2000,0.0,4,473.68950000964105,1,optimized_view
142.201,view_aware,1766396526.0,0,0,0.5075879050269567,0.2313110678616188,-0.45181929044073854,0,1536.77079998306,107.20719999517314,3.8567000010516495,True,0.0,clean,0.0,0.0,3.0635663213378255,3.5332323270961723,0.5075879050269567,1,6324224,7,71.1005,3000,4000,2.0,0.6817989382243428,23.042999993776903,33030144,31.5,355253,549952,327.4385000113398,25,1.070600003004074,1500,2000,0.0,4,463.22920001694,1,optimized_view
