altitude_m,arbitration_mode,capture_time_s,conflict_overrides,conflict_pixels,correction_mag_m,correction_x_m,correction_y_m,deadline_miss,deadline_slack_ms,decode_ms,downscale_ms,downscaled,drift_mag_m,drift_name,drift_x_m,drift_y_m,edge_residual_after_m,edge_residual_before_m,eval_pose_error_m,feature_type,feed_success,file_size_bytes,frame,gsd_proxy_m_px,img_h,img_w,inter_frame_interval_s,iou,mapping_ms,memory_bytes,memory_mb,new_pixels,nonconflict_replacements,optimization_ms,optimizer_edges,prep_ms,proc_h,proc_w,raw_pose_error_m,tile_count,total_ms,use_optimizer,variant
142.093,basic,1766396512.0,0,0,0.0,0.0,0.0,0,0.0,74.144799989881,2.665600011823699,True,0.17235928992940472,randomwalk_2m,0.004332847428136724,0.17230482076289416,0.0,0.0,0.17235928992940472,none,1,6565888,0,71.0465,3000,4000,0.0,0.0,44.048799987649545,33030144,31.5,181313,0,0.0,0,0.0,1500,2000,0.17235928992940472,4,121.11219999496825,0,raw_basic
142.156,basic,1766396514.0,0,0,0.0,0.0,0.0,0,1907.1312999876682,74.50689998222515,3.61359998350963,True,0.19244547385552466,randomwalk_2m,0.1595273520507986,0.10763960402722587,0.0,0.0,0.1924454738555246,none,1,6606848,1,71.078,3000,4000,2.0,0.9515484946030562,14.574700006050989,33030144,31.5,185878,88944,0.0,0,0.0,1500,2000,0.1924454738555246,4,92.86870001233183,0,raw_basic
142.123,basic,1766396516.0,0,0,0.0,0.0,0.0,0,1907.1859999967273,73.32929997937754,3.9111000078264624,True,0.12842594002233673,randomwalk_2m,0.12176917880027009,0.04081040510615747,0.0,0.0,0.12842594002233662,none,1,6615040,2,71.0615,3000,4000,2.0,0.8413632700940596,15.378000010969117,33030144,31.5,201441,171432,0.0,0,0.0,1500,2000,0.12842594002233662,4,92.81400000327267,0,raw_basic
142.206,basic,1766396518.0,0,0,0.0,0.0,0.0,0,1906.7571999912616,73.34519998403266,4.0843000169843435,True,0.1968707471851604,randomwalk_2m,0.19396390246416104,0.03370601783238071,0.0,0.0,0.19687074718516023,none,1,6582272,3,71.103,3000,4000,2.0,0.7670272850087136,15.624699997715652,33030144,31.5,225371,250182,0.0,0,0.0,1500,2000,0.19687074718516023,4,93.24280000873841,0,raw_basic
142.203,basic,1766396520.0,0,0,0.0,0.0,0.0,0,1906.1282000038773,74.71640000585467,4.538499983027577,True,0.3513519360559499,randomwalk_2m,0.28860793631924825,-0.20038373702426313,0.0,0.0,0.35135193605594844,none,1,6524928,4,71.1015,3000,4000,2.0,0.7184354134331556,14.441700011957437,33030144,31.5,254905,325978,0.0,0,0.0,1500,2000,0.35135193605594844,4,93.87179999612272,0,raw_basic
142.181,basic,1766396522.0,0,0,0.0,0.0,0.0,0,1905.8733999845572,73.84870000532828,4.9949999956879765,True,0.53149262775307,randomwalk_2m,0.48711824638710227,-0.21260345103647255,0.0,0.0,0.5314926277530697,none,1,6455296,5,71.0905,3000,4000,2.0,0.6967977196526753,15.074099996127188,33030144,31.5,286964,400672,0.0,0,0.0,1500,2000,0.5314926277530697,4,94.12660001544282,0,raw_basic
142.144,basic,1766396524.0,0,0,0.0,0.0,0.0,0,1905.9357999940403,74.0980000118725,4.804500000318512,True,0.6177140723758529,randomwalk_2m,0.5733346093272501,-0.22990889708475795,0.0,0.0,0.6177140723758516,none,1,6352896,6,71.072,3000,4000,2.0,0.6796899633454202,14.975199999753386,33030144,31.5,321571,473827,0.0,0,0.0,1500,2000,0.6177140723758516,4,94.06420000595972,0,raw_basic
142.201,basic,1766396526.0,0,0,0.0,0.0,0.0,0,1907.027700013714,73.30450002336875,4.997100011678413,True,0.5524975831625357,randomwalk_2m,0.5252959045567951,-0.17122439095030104,0.0,0.0,0.5524975831625355,none,1,6324224,7,71.1005,3000,4000,2.0,0.680986197522923,14.493299997411668,33030144,31.5,355247,547247,0.0,0,0.0,1500,2000,0.5524975831625355,4,92.97229998628609,0,raw_basic
142.23,basic,1766396528.0,0,0,0.0,0.0,0.0,0,1901.6239999909885,77.00689998455346,4.683499981183559,True,0.6598363134931859,randomwalk_2m,0.6297768110236476,-0.1968886205476661,0.0,0.0,0.6598363134931864,none,1,6492160,8,71.115,3000,4000,2.0,0.6825663909055291,16.511499998159707,49545216,47.25,389453,620962,0.0,0,0.0,1500,2000,0.6598363134931864,6,98.37600000901148,0,raw_basic
142.287,basic,1766396530.0,0,0,0.0,0.0,0.0,0,1901.4374999969732,78.01639998797327,4.4883999798912555,True,0.6202477668754774,randomwalk_2m,0.6104160147484917,-0.10999809658619455,0.0,0.0,0.6202477668754776,none,1,6692864,9,71.1435,3000,4000,2.0,0.6829366939604243,15.879400016274303,49545216,47.25,423504,695228,0.0,0,0.0,1500,2000,0.6202477668754776,6,98.5625000030268,0,raw_basic
142.197,basic,1766396532.0,0,0,0.0,0.0,0.0,0,1901.4492999995127,77.61670000036247,4.537999979220331,True,0.5841835885198674,randomwalk_2m,0.5001279768093427,-0.3018981151126043,0.0,0.0,0.5841835885198688,none,1,6656000,10,71.0985,3000,4000,2.0,0.6803496543781639,16.224599996348843,49545216,47.25,457936,769025,0.0,0,0.0,1500,2000,0.5841835885198688,6,98.55070000048727,0,raw_basic
142.206,basic,1766396534.0,0,0,0.0,0.0,0.0,0,1901.7142000084277,77.45680000516586,4.761999996844679,True,0.6725820071181491,randomwalk_2m,0.5501793849186288,-0.3868710388613203,0.0,0.0,0.6725820071181544,none,1,6615040,11,71.103,3000,4000,2.0,0.6783467321913251,15.877500001806766,49545216,47.25,492329,842320,0.0,0,0.0,1500,2000,0.6725820071181544,6,98.28579999157228,0,raw_basic
142.138,basic,1766396536.0,0,0,0.0,0.0,0.0,0,1903.8101000187453,75.72090000030585,4.583899979479611,True,0.5781652240334125,randomwalk_2m,0.3068371972147477,-0.4900264897809139,0.0,0.0,0.5781652240334147,none,1,6332416,12,71.069,3000,4000,2.0,0.682148057108771,15.705400001024827,49545216,47.25,525999,915899,0.0,0,0.0,1500,2000,0.5781652240334147,6,96.18989998125471,0,raw_basic
142.176,basic,1766396538.0,0,0,0.0,0.0,0.0,0,1905.1160999806598,73.70239999727346,4.921999992802739,True,0.6873644930331662,randomwalk_2m,0.24758405559419708,-0.6412270126080709,0.0,0.0,0.6873644930331521,none,1,6152192,13,71.088,3000,4000,2.0,0.6772302354598946,16.073000006144866,49545216,47.25,560856,989430,0.0,0,0.0,1500,2000,0.6873644930331521,6,94.88390001934022,0,raw_basic
